Annotated Answer,Final_Output,Original_Query,Quality_of_Answer,Query Type,Total_Cost,Total_Energy,Total_Latency,assignment,category,cost,energy,iteration,latency,plan,qoa,query_type,run_time_seconds,source_file,step_logs,struct_id,New_QoA_Score,Feasibility
Carol S. Wood,Jennifer Creighton,Who served before Cora Sadosky as president of the Association for Women in Mathematics?,0.499904990196228,Other,3.27e-06,2.836722,2.03711,"(4,)",results_other,1.1863e-05,10.679424,1,7.669120000000001,"[([0], ['gemma3:27b'])]",0.3555575951933861,Other,7130.553217172623,qoa_results_other_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: Who served before Cora Sadosky as president of the Association for Women in Mathematics?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Jennifer Creighton"", ""output"": ""Jennifer Creighton"", ""input_tokens"": 31, ""output_tokens"": 3}]",0,0.4999050796031952,Feasible
168,237 acres,How many acres did the University of Alabama purchase to expand its campus in 2010?,0.3649922311306,Other,3.11e-06,2.753289,1.9771950000000005,"(4,)",results_other,1.1863e-05,10.679424,1,7.669120000000001,"[([0], ['gemma3:27b'])]",0.3555575951933861,Other,7130.553217172623,qoa_results_other_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: How many acres did the University of Alabama purchase to expand its campus in 2010?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""237 acres"", ""output"": ""237 acres"", ""input_tokens"": 31, ""output_tokens"": 2}]",0,0.36499226093292236,Feasible
Deborah L. Rhode,Myra Strober,What was the name of Iris Litt's direct predecessor as director of the Clayman Institute for Gender Research?,0.5272021293640137,Other,3.95e-06,3.33732,2.3966,"(4,)",results_other,1.1863e-05,10.679424,1,7.669120000000001,"[([0], ['gemma3:27b'])]",0.3555575951933861,Other,7130.553217172623,qoa_results_other_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What was the name of Iris Litt's direct predecessor as director of the Clayman Institute for Gender Research?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Myra Strober"", ""output"": ""Myra Strober"", ""input_tokens"": 35, ""output_tokens"": 5}]",0,0.5272022485733032,Feasible
University of Alberta,Johns Hopkins University School of Medicine,At what university did Lorne Baird Warneke attend medical school?,0.3771962523460388,Other,3.64e-06,2.920155,2.0970250000000004,"(4,)",results_other,1.1863e-05,10.679424,1,7.669120000000001,"[([0], ['gemma3:27b'])]",0.3555575951933861,Other,7130.553217172623,qoa_results_other_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: At what university did Lorne Baird Warneke attend medical school?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Johns Hopkins University School of Medicine"", ""output"": ""Johns Hopkins University School of Medicine"", ""input_tokens"": 28, ""output_tokens"": 7}]",0,0.37719622254371643,Feasible
O'Reilly,William,What is the surname of the winner of the Hickinbottom Award in 2012?,0.258503645658493,Other,1.76e-06,3.37664,4.8,"(1,)",results_other,6.9355e-06,13.306072,1,18.915,"[([0], ['llama3-chatqa:8b'])]",0.2874645505100488,Other,7130.553217172623,qoa_results_other_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""llama3-chatqa:8b"", ""prompt"": ""Question: What is the surname of the winner of the Hickinbottom Award in 2012?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""William"", ""output"": ""William"", ""input_tokens"": 31, ""output_tokens"": 1}]",0,0.25850364565849304,Feasible
Tanja Ackermann,Christoph,"What's the first and last name of the linguist who wrote the paper ""Pre- and postnominal onymic genitives in (Early) New High German: A multifactorial analysis""?",0.3130569756031036,Other,3.08e-06,5.90912,8.4,"(1,)",results_other,6.9355e-06,13.306072,1,18.915,"[([0], ['llama3-chatqa:8b'])]",0.2874645505100488,Other,7130.553217172623,qoa_results_other_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""llama3-chatqa:8b"", ""prompt"": ""Question: What's the first and last name of the linguist who wrote the paper \""Pre- and postnominal onymic genitives in (Early) New High German: A multifactorial analysis\""?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Christoph"", ""output"": ""Christoph"", ""input_tokens"": 54, ""output_tokens"": 2}]",0,0.313057005405426,Feasible
Kanaloa,1.,Who is the god with the Hawaiian name Kama ªehuakanaloa?,0.2129134088754654,Other,1.815e-06,3.4821600000000004,4.949999999999999,"(1,)",results_other,6.9355e-06,13.306072,1,18.915,"[([0], ['llama3-chatqa:8b'])]",0.2874645505100488,Other,7130.553217172623,qoa_results_other_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""llama3-chatqa:8b"", ""prompt"": ""Question: Who is the god with the Hawaiian name Kama\u00a0\u00aaehuakanaloa?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""1."", ""output"": ""1."", ""input_tokens"": 31, ""output_tokens"": 2}]",0,0.2129133939743042,Feasible
Ovsey,Samuel,What was the first name of the Uruguayan mathematician Mischa Cotlar's father?,0.3152657151222229,Other,1.87e-06,3.58768,5.1,"(1,)",results_other,6.9355e-06,13.306072,1,18.915,"[([0], ['llama3-chatqa:8b'])]",0.2874645505100488,Other,7130.553217172623,qoa_results_other_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""llama3-chatqa:8b"", ""prompt"": ""Question: What was the first name of the Uruguayan mathematician Mischa Cotlar's father?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Samuel"", ""output"": ""Samuel"", ""input_tokens"": 32, ""output_tokens"": 2}]",0,0.3152657151222229,Feasible
Dane Maxwell,Joe Simon,What's the secret identity of the third Doll Man?,0.3142108023166656,Other,1.43e-06,2.74352,3.9,"(1,)",results_other,6.9355e-06,13.306072,1,18.915,"[([0], ['llama3-chatqa:8b'])]",0.2874645505100488,Other,7130.553217172623,qoa_results_other_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""llama3-chatqa:8b"", ""prompt"": ""Question: What's the secret identity of the third Doll Man?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Joe Simon"", ""output"": ""Joe Simon"", ""input_tokens"": 24, ""output_tokens"": 2}]",0,0.3142108619213104,Feasible
Dr Arnavaz Havewalla,Dr. Mahesh Verma,Name the dentist who died in May 2019 after being injured in an elevator crash at the Dr. Bhau Daji Lad Museum (BDL) in Mumbai on April 28.,0.538257360458374,Other,3.1350000000000005e-06,6.01464,8.549999999999999,"(1,)",results_other,6.9355e-06,13.306072,1,18.915,"[([0], ['llama3-chatqa:8b'])]",0.2874645505100488,Other,7130.553217172623,qoa_results_other_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""llama3-chatqa:8b"", ""prompt"": ""Question: Name the dentist who died in May 2019 after being injured in an elevator crash at the Dr. Bhau Daji Lad Museum (BDL) in Mumbai on April 28.\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Dr. Mahesh Verma"", ""output"": ""Dr. Mahesh Verma"", ""input_tokens"": 51, ""output_tokens"": 6}]",0,0.5382574796676636,Feasible
Carol S. Wood,Cora Sadosky,Who served before Cora Sadosky as president of the Association for Women in Mathematics?,0.4481308460235595,Other,1.98e-06,3.79872,5.4,"(1,)",results_other,6.9355e-06,13.306072,1,18.915,"[([0], ['llama3-chatqa:8b'])]",0.2874645505100488,Other,7130.553217172623,qoa_results_other_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""llama3-chatqa:8b"", ""prompt"": ""Question: Who served before Cora Sadosky as president of the Association for Women in Mathematics?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Cora Sadosky"", ""output"": ""Cora Sadosky"", ""input_tokens"": 31, ""output_tokens"": 5}]",0,0.4481310248374939,Feasible
168,"1,150

The University of Alabama purchased 1,150 acres in Tuscaloosa County in 2010 to expand its already vast campus.",How many acres did the University of Alabama purchase to expand its campus in 2010?,6.98976218700409e-05,Other,3.4100000000000004e-06,6.5422400000000005,9.3,"(1,)",results_other,6.9355e-06,13.306072,1,18.915,"[([0], ['llama3-chatqa:8b'])]",0.2874645505100488,Other,7130.553217172623,qoa_results_other_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""llama3-chatqa:8b"", ""prompt"": ""Question: How many acres did the University of Alabama purchase to expand its campus in 2010?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""1,150\n\nThe University of Alabama purchased 1,150 acres in Tuscaloosa County in 2010 to expand its already vast campus. The move was seen as a strategic investment in the school's future and a sign of confidence in the state's economy."", ""output"": ""1,150\n\nThe University of Alabama purchased 1,150 acres in Tuscaloosa County in 2010 to expand its already vast campus."", ""input_tokens"": 31, ""output_tokens"": 31}]",0,6.997399032115936e-05,Feasible
Deborah L. Rhode,Iris Bouriakov,What was the name of Iris Litt's direct predecessor as director of the Clayman Institute for Gender Research?,0.3161003887653351,Other,2.2e-06,4.2208000000000006,6.0,"(1,)",results_other,6.9355e-06,13.306072,1,18.915,"[([0], ['llama3-chatqa:8b'])]",0.2874645505100488,Other,7130.553217172623,qoa_results_other_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""llama3-chatqa:8b"", ""prompt"": ""Question: What was the name of Iris Litt's direct predecessor as director of the Clayman Institute for Gender Research?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Iris Bouriakov"", ""output"": ""Iris Bouriakov"", ""input_tokens"": 35, ""output_tokens"": 5}]",0,0.31610044836997986,Feasible
University of Alberta,University of Iowa,At what university did Lorne Baird Warneke attend medical school?,0.6365761160850525,Other,1.7050000000000002e-06,3.27112,4.65,"(1,)",results_other,6.9355e-06,13.306072,1,18.915,"[([0], ['llama3-chatqa:8b'])]",0.2874645505100488,Other,7130.553217172623,qoa_results_other_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""llama3-chatqa:8b"", ""prompt"": ""Question: At what university did Lorne Baird Warneke attend medical school?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""University of Iowa"", ""output"": ""University of Iowa"", ""input_tokens"": 28, ""output_tokens"": 3}]",0,0.6365761160850525,Feasible
H,E,Which of the following entities is a state? A) American Samoa B) Hong Kong C) Gibraltar D) Greenland E) Puerto Rico F) Bermuda G) Antarctica H) Egypt Above are multiple-choice questions (with answers) related to other. Respond with the option letter only. Example: F. Do not include any other text or explanation.,0.1847642958164215,other_mmlu,3.318e-06,11.641168,17.918096,"(0,)",results_other_mmlu,8.2142e-06,23.5525774,1,36.2521478,"[([0], ['mistral:7b'])]",0.7015748888254165,other_mmlu,6959.505929708481,qoa_results_other_mmlu_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb200_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""mistral:7b"", ""prompt"": ""Question: Which of the following entities is a state? A) American Samoa B) Hong Kong C) Gibraltar D) Greenland E) Puerto Rico F) Bermuda G) Antarctica H) Egypt Above are multiple-choice questions (with answers) related to other. Respond with the option letter only. Example: F. Do not include any other text or explanation.\n\nSelect the correct answer.\n\nFormat: \""the answer is X)Option text.\""\nExample: \""the answer is C)Hypertension.\""\n\nOutput (nothing else):"", ""raw_output"": ""The answer is E) Greenland."", ""output"": ""the answer is E) Greenland."", ""input_tokens"": 105, ""output_tokens"": 7}]",0,0.0,Feasible
H,D,Which of the following entities is a state? A) American Samoa B) Hong Kong C) Gibraltar D) Greenland E) Puerto Rico F) Bermuda G) Antarctica H) Egypt Above are multiple-choice questions (with answers) related to other. Respond with the option letter only. Example: F. Do not include any other text or explanation.,0.2358493357896804,other_mmlu,3.318e-06,11.641168,17.918096,"(0,)",results_other_mmlu,8.2142e-06,23.5525774,1,36.2521478,"[([0], ['mistral:7b'])]",0.7015748888254165,other_mmlu,7402.715042352676,qoa_results_other_mmlu_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb200_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""mistral:7b"", ""prompt"": ""Question: Which of the following entities is a state? A) American Samoa B) Hong Kong C) Gibraltar D) Greenland E) Puerto Rico F) Bermuda G) Antarctica H) Egypt Above are multiple-choice questions (with answers) related to other. Respond with the option letter only. Example: F. Do not include any other text or explanation.\n\nSelect the correct answer.\n\nFormat: \""the answer is X)Option text.\""\nExample: \""the answer is C)Hypertension.\""\n\nOutput (nothing else):"", ""raw_output"": ""the answer is D) Greenland"", ""output"": ""the answer is D) Greenland."", ""input_tokens"": 105, ""output_tokens"": 7}]",0,0.0,Feasible
H,E,Which of the following entities is a state? A) American Samoa B) Hong Kong C) Gibraltar D) Greenland E) Puerto Rico F) Bermuda G) Antarctica H) Egypt Above are multiple-choice questions (with answers) related to other. Respond with the option letter only. Example: F. Do not include any other text or explanation.,0.1677781194448471,other_mmlu,6.270000000000001e-06,12.029280000000002,17.1,"(1,)",results_other_mmlu,9.097e-06,17.453008,1,24.81,"[([0], ['llama3-chatqa:8b'])]",0.739410126209259,other_mmlu,6959.505929708481,qoa_results_other_mmlu_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb200_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""llama3-chatqa:8b"", ""prompt"": ""Question: Which of the following entities is a state? A) American Samoa B) Hong Kong C) Gibraltar D) Greenland E) Puerto Rico F) Bermuda G) Antarctica H) Egypt Above are multiple-choice questions (with answers) related to other. Respond with the option letter only. Example: F. Do not include any other text or explanation.\n\nSelect the correct answer.\n\nFormat: \""the answer is X)Option text.\""\nExample: \""the answer is C)Hypertension.\""\n\nOutput (nothing else):"", ""raw_output"": ""the answer is E)Puerto Rico"", ""output"": ""the answer is E)Puerto Rico."", ""input_tokens"": 105, ""output_tokens"": 9}]",0,0.0,Feasible
F,A,Which of the following stages is the first step in the writing cycle? A) Outlining B) Drafting C) Editing D) Researching E) Formatting F) Brainstorming G) Reviewing H) Publishing I) Revising J) Proofreading Above are multiple-choice questions (with answers) related to other. Respond with the option letter only. Example: F. Do not include any other text or explanation.,0.3629804253578186,other_mmlu,6.93e-06,13.29552,18.9,"(1,)",results_other_mmlu,9.097e-06,17.453008,1,24.81,"[([0], ['llama3-chatqa:8b'])]",0.739410126209259,other_mmlu,6959.505929708481,qoa_results_other_mmlu_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb200_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""llama3-chatqa:8b"", ""prompt"": ""Question: Which of the following stages is the first step in the writing cycle? A) Outlining B) Drafting C) Editing D) Researching E) Formatting F) Brainstorming G) Reviewing H) Publishing I) Revising J) Proofreading Above are multiple-choice questions (with answers) related to other. Respond with the option letter only. Example: F. Do not include any other text or explanation.\n\nSelect the correct answer.\n\nFormat: \""the answer is X)Option text.\""\nExample: \""the answer is C)Hypertension.\""\n\nOutput (nothing else):"", ""raw_output"": ""the answer is A"", ""output"": ""the answer is A"", ""input_tokens"": 122, ""output_tokens"": 4}]",0,0.0,Feasible
D,D,"Under the Articles of Confederation, the national government had the power to A) abolish state governments B) regulate interstate commerce C) establish a federal judiciary D) negotiate treaties E) enforce its laws F) directly elect the President G) implement a federal education system Above are multiple-choice questions (with answers) related to other. Respond with the option letter only. Example: F. Do not include any other text or explanation.",1.0,other_mmlu,6.9300000000000006e-06,13.29552,18.9,"(1,)",results_other_mmlu,9.097e-06,17.453008,1,24.81,"[([0], ['llama3-chatqa:8b'])]",0.739410126209259,other_mmlu,6959.505929708481,qoa_results_other_mmlu_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb200_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""llama3-chatqa:8b"", ""prompt"": ""Question: Under the Articles of Confederation, the national government had the power to A) abolish state governments B) regulate interstate commerce C) establish a federal judiciary D) negotiate treaties E) enforce its laws F) directly elect the President G) implement a federal education system Above are multiple-choice questions (with answers) related to other. Respond with the option letter only. Example: F. Do not include any other text or explanation.\n\nSelect the correct answer.\n\nFormat: \""the answer is X)Option text.\""\nExample: \""the answer is C)Hypertension.\""\n\nOutput (nothing else):"", ""raw_output"": ""\""the answer is D)\"""", ""output"": ""the answer is D)\""."", ""input_tokens"": 121, ""output_tokens"": 5}]",0,1.0,Feasible
H,E,Which of the following entities is a state? A) American Samoa B) Hong Kong C) Gibraltar D) Greenland E) Puerto Rico F) Bermuda G) Antarctica H) Egypt Above are multiple-choice questions (with answers) related to other. Respond with the option letter only. Example: F. Do not include any other text or explanation.,0.1677781194448471,other_mmlu,6.215000000000001e-06,11.92376,16.95,"(1,)",results_other_mmlu,9.097e-06,17.453008,1,24.81,"[([0], ['llama3-chatqa:8b'])]",0.739410126209259,other_mmlu,7402.715042352676,qoa_results_other_mmlu_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb200_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""llama3-chatqa:8b"", ""prompt"": ""Question: Which of the following entities is a state? A) American Samoa B) Hong Kong C) Gibraltar D) Greenland E) Puerto Rico F) Bermuda G) Antarctica H) Egypt Above are multiple-choice questions (with answers) related to other. Respond with the option letter only. Example: F. Do not include any other text or explanation.\n\nSelect the correct answer.\n\nFormat: \""the answer is X)Option text.\""\nExample: \""the answer is C)Hypertension.\""\n\nOutput (nothing else):"", ""raw_output"": ""the answer is E) Puerto Rico"", ""output"": ""the answer is E) Puerto Rico."", ""input_tokens"": 105, ""output_tokens"": 8}]",0,0.0,Feasible
C,B,"According to Hume, justice: A) has no value. B) has value in part because it is useful to society. C) has value solely because it is useful to society. D) has value solely because it is useful to the agent. Above are multiple-choice questions (with answers) related to philosophy. Respond with the option letter only. Example: F. Do not include any other text or explanation.",0.2787545323371887,philosophy_mmlu,1.104e-05,9.103568,13.035872,"(3,)",results_philosophy_mmlu,1.1424e-05,10.1344132,1,14.511992800000002,"[([0], ['qwen2.5:14b'])]",0.8662476718425751,philosophy_mmlu,7256.34126996994,qoa_results_philosophy_mmlu_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb200_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: According to Hume, justice: A) has no value. B) has value in part because it is useful to society. C) has value solely because it is useful to society. D) has value solely because it is useful to the agent. Above are multiple-choice questions (with answers) related to philosophy. Respond with the option letter only. Example: F. Do not include any other text or explanation.\n\nSelect the correct answer.\n\nFormat: \""the answer is X)Option text.\""\nExample: \""the answer is C)Hypertension.\""\n\nOutput (nothing else):"", ""raw_output"": ""the answer is B) has value in part because it is useful to society."", ""output"": ""the answer is B) has value in part because it is useful to society."", ""input_tokens"": 120, ""output_tokens"": 16}]",0,0.0,Feasible
J,J,Epicurus claims that all other virtues spring from: A) temperance. B) self-control. C) humility. D) faith. E) integrity. F) courage. G) honesty. H) wisdom. I) justice. J) prudence. Above are multiple-choice questions (with answers) related to philosophy. Respond with the option letter only. Example: F. Do not include any other text or explanation.,1.0,philosophy_mmlu,9.24e-06,8.701939999999999,12.46076,"(3,)",results_philosophy_mmlu,1.1424e-05,10.1344132,1,14.511992800000002,"[([0], ['qwen2.5:14b'])]",0.8662476718425751,philosophy_mmlu,7256.34126996994,qoa_results_philosophy_mmlu_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb200_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: Epicurus claims that all other virtues spring from: A) temperance. B) self-control. C) humility. D) faith. E) integrity. F) courage. G) honesty. H) wisdom. I) justice. J) prudence. Above are multiple-choice questions (with answers) related to philosophy. Respond with the option letter only. Example: F. Do not include any other text or explanation.\n\nSelect the correct answer.\n\nFormat: \""the answer is X)Option text.\""\nExample: \""the answer is C)Hypertension.\""\n\nOutput (nothing else):"", ""raw_output"": ""the answer is J) prudence."", ""output"": ""the answer is J) prudence."", ""input_tokens"": 122, ""output_tokens"": 8}]",0,1.0,Feasible
CouchPotato,Correct: Vault 7,What is the name of the CIA project whose user guide was published by WikiLeaks on 10 August 2017?,0.1770025640726089,Politics,3.372e-06,11.745107,18.078079,"(0, 0)",results_politics,8.8484e-06,31.9196669,1,49.1307793,"[([0, 1], ['mistral:7b', 'mistral:7b'])]",0.4099815025925636,Politics,12121.952551603315,qoa_results_politics_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb200_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""mistral:7b"", ""prompt"": ""Question: What is the name of the CIA project whose user guide was published by WikiLeaks on 10 August 2017?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Vault 7"", ""output"": ""Vault 7"", ""input_tokens"": 36, ""output_tokens"": 3}, {""node"": 1, ""type"": ""verification"", ""model"": ""mistral:7b"", ""prompt"": ""Question: What is the name of the CIA project whose user guide was published by WikiLeaks on 10 August 2017?\n\nAnswer to verify: Vault 7\n\nTask: Verify accuracy.\n\nRules:\n- If correct, output it exactly as given\n- If wrong, provide correct answer\n- Be concise and direct\n\nOutput (nothing else):"", ""parent_output"": ""Vault 7"", ""raw_output"": ""Correct: Vault 7"", ""output"": ""Correct: Vault 7"", ""input_tokens"": 69, ""output_tokens"": 5}]",1,0.17700254917144775,Feasible
G,G,"If adverse impact on some minority group has been observed, which of the following types of tests probably has the best chance of withstanding legal challenge A) Projective B) Empirically keyed C) Personality test D) Multiple-choice E) Computer adaptive test F) Integrity test G) Work sample H) Situational judgement test I) Cognitive ability test J) Polygraph test Above are multiple-choice questions (with answers) related to psychology. Respond with the option letter only. Example: F. Do not include any other text or explanation.",1.0,psychology_mmlu,1.062e-05,10.241514,14.665356,"(3,)",results_psychology_mmlu,1.1934e-05,11.0648514,1,15.8443356,"[([0], ['qwen2.5:14b'])]",0.9034036934375764,psychology_mmlu,8909.346123933792,qoa_results_psychology_mmlu_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb200_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: If adverse impact on some minority group has been observed, which of the following types of tests probably has the best chance of withstanding legal challenge A) Projective B) Empirically keyed C) Personality test D) Multiple-choice E) Computer adaptive test F) Integrity test G) Work sample H) Situational judgement test I) Cognitive ability test J) Polygraph test Above are multiple-choice questions (with answers) related to psychology. Respond with the option letter only. Example: F. Do not include any other text or explanation.\n\nSelect the correct answer.\n\nFormat: \""the answer is X)Option text.\""\nExample: \""the answer is C)Hypertension.\""\n\nOutput (nothing else):"", ""raw_output"": ""the answer is G)Work sample."", ""output"": ""the answer is G)Work sample."", ""input_tokens"": 145, ""output_tokens"": 8}]",0,1.0,Feasible
G,G,"The notion that there are three major life tasks – friendship, occupation, and love – is MOST consistent with the philosophy of: A) Perls. B) Maslow. C) Erikson. D) Piaget. E) Rogers. F) Berne. G) Adler. H) Bandura. I) Freud. J) Jung. Above are multiple-choice questions (with answers) related to psychology. Respond with the option letter only. Example: F. Do not include any other text or explanation.",1.0,psychology_mmlu,1.032e-05,9.906824,14.186096,"(3,)",results_psychology_mmlu,1.1934e-05,11.0648514,1,15.8443356,"[([0], ['qwen2.5:14b'])]",0.9034036934375764,psychology_mmlu,8909.346123933792,qoa_results_psychology_mmlu_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb200_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: The notion that there are three major life tasks \u2013 friendship, occupation, and love \u2013 is MOST consistent with the philosophy of: A) Perls. B) Maslow. C) Erikson. D) Piaget. E) Rogers. F) Berne. G) Adler. H) Bandura. I) Freud. J) Jung. Above are multiple-choice questions (with answers) related to psychology. Respond with the option letter only. Example: F. Do not include any other text or explanation.\n\nSelect the correct answer.\n\nFormat: \""the answer is X)Option text.\""\nExample: \""the answer is C)Hypertension.\""\n\nOutput (nothing else):"", ""raw_output"": ""the answer is G)Adler."", ""output"": ""the answer is G)Adler."", ""input_tokens"": 140, ""output_tokens"": 8}]",0,1.0,Feasible
E,C,An employee expects greater consistency in the behavior of his boss than is warranted. The employee's expectation is best accounted for by which of the following? A) cognitive dissonance theory B) self-serving bias C) self-verification theory D) social comparison theory E) fundamental attribution bias F) actor-observer bias G) hindsight bias H) overjustification hypothesis I) self-perception theory Above are multiple-choice questions (with answers) related to psychology. Respond with the option letter only. Example: F. Do not include any other text or explanation.,0.2283407747745514,psychology_mmlu,1.128e-05,10.576204,15.144616,"(3,)",results_psychology_mmlu,1.1934e-05,11.0648514,1,15.8443356,"[([0], ['qwen2.5:14b'])]",0.9034036934375764,psychology_mmlu,8909.346123933792,qoa_results_psychology_mmlu_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb200_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: An employee expects greater consistency in the behavior of his boss than is warranted. The employee's expectation is best accounted for by which of the following? A) cognitive dissonance theory B) self-serving bias C) self-verification theory D) social comparison theory E) fundamental attribution bias F) actor-observer bias G) hindsight bias H) overjustification hypothesis I) self-perception theory Above are multiple-choice questions (with answers) related to psychology. Respond with the option letter only. Example: F. Do not include any other text or explanation.\n\nSelect the correct answer.\n\nFormat: \""the answer is X)Option text.\""\nExample: \""the answer is C)Hypertension.\""\n\nOutput (nothing else):"", ""raw_output"": ""the answer is C) self-verification theory."", ""output"": ""the answer is C) self-verification theory."", ""input_tokens"": 148, ""output_tokens"": 10}]",0,0.0,Feasible
